month,scenario,line_id,line_item,section,amount_usd,year,month_num
2025-09,Budget,O8,Payroll - G&A,Opex - G&A,-59211.91,2025,9
2025-10,Budget,O8,Payroll - G&A,Opex - G&A,-60988.26,2025,10
2025-11,Budget,O8,Payroll - G&A,Opex - G&A,-62817.91,2025,11
2025-12,Budget,O8,Payroll - G&A,Opex - G&A,-64702.45,2025,12
2026-01,Budget,O8,Payroll - G&A,Opex - G&A,-74381.19,2026,1
2026-02,Budget,O8,Payroll - G&A,Opex - G&A,-76017.57,2026,2
2026-03,Budget,O8,Payroll - G&A,Opex - G&A,-77689.96,2026,3
2026-04,Budget,O8,Payroll - G&A,Opex - G&A,-79399.14,2026,4
2026-05,Budget,O8,Payroll - G&A,Opex - G&A,-81145.92,2026,5
2026-06,Budget,O8,Payroll - G&A,Opex - G&A,-82931.13,2026,6
2026-07,Budget,O8,Payroll - G&A,Opex - G&A,-84755.62,2026,7
2026-08,Budget,O8,Payroll - G&A,Opex - G&A,-86620.24,2026,8
2026-09,Budget,O8,Payroll - G&A,Opex - G&A,-88525.88,2026,9
2026-10,Budget,O8,Payroll - G&A,Opex - G&A,-90473.45,2026,10
2026-11,Budget,O8,Payroll - G&A,Opex - G&A,-92463.87,2026,11
2026-12,Budget,O8,Payroll - G&A,Opex - G&A,-94498.07,2026,12
2025-01,Budget,O9,Outsourced support (BPO),Opex - G&A,-8059.94,2025,1
2025-02,Budget,O9,Outsourced support (BPO),Opex - G&A,-8221.14,2025,2
2025-03,Budget,O9,Outsourced support (BPO),Opex - G&A,-8385.56,2025,3
2025-04,Budget,O9,Outsourced support (BPO),Opex - G&A,-8553.27,2025,4
2025-05,Budget,O9,Outsourced support (BPO),Opex - G&A,-8724.34,2025,5
2025-06,Budget,O9,Outsourced support (BPO),Opex - G&A,-8898.82,2025,6
2025-07,Budget,O9,Outsourced support (BPO),Opex - G&A,-9076.8,2025,7
2025-08,Budget,O9,Outsourced support (BPO),Opex - G&A,-9258.34,2025,8
2025-09,Budget,O9,Outsourced support (BPO),Opex - G&A,-9443.5,2025,9
2025-10,Budget,O9,Outsourced support (BPO),Opex - G&A,-9632.37,2025,10
2025-11,Budget,O9,Outsourced support (BPO),Opex - G&A,-9825.02,2025,11
2025-12,Budget,O9,Outsourced support (BPO),Opex - G&A,-10021.52,2025,12
2026-01,Budget,O9,Outsourced support (BPO),Opex - G&A,-15692.29,2026,1
2026-02,Budget,O9,Outsourced support (BPO),Opex - G&A,-16006.14,2026,2
2026-03,Budget,O9,Outsourced support (BPO),Opex - G&A,-16326.26,2026,3
2026-04,Budget,O9,Outsourced support (BPO),Opex - G&A,-16652.79,2026,4
2026-05,Budget,O9,Outsourced support (BPO),Opex - G&A,-16985.84,2026,5
2026-06,Budget,O9,Outsourced support (BPO),Opex - G&A,-17325.56,2026,6
2026-07,Budget,O9,Outsourced support (BPO),Opex - G&A,-17672.07,2026,7
2026-08,Budget,O9,Outsourced support (BPO),Opex - G&A,-18025.51,2026,8
2026-09,Budget,O9,Outsourced support (BPO),Opex - G&A,-18386.02,2026,9
2026-10,Budget,O9,Outsourced support (BPO),Opex - G&A,-18753.74,2026,10
2026-11,Budget,O9,Outsourced support (BPO),Opex - G&A,-19128.82,2026,11
2026-12,Budget,O9,Outsourced support (BPO),Opex - G&A,-19511.39,2026,12
2025-01,Budget,O10,Age assurance & compliance,Opex - G&A,-9285.48,2025,1
2025-02,Budget,O10,Age assurance & compliance,Opex - G&A,-9378.34,2025,2
2025-03,Budget,O10,Age assurance & compliance,Opex - G&A,-9472.12,2025,3
2025-04,Budget,O10,Age assurance & compliance,Opex - G&A,-9566.84,2025,4
2025-05,Budget,O10,Age assurance & compliance,Opex - G&A,-9662.51,2025,5
2025-06,Budget,O10,Age assurance & compliance,Opex - G&A,-9759.14,2025,6
2025-07,Budget,O10,Age assurance & compliance,Opex - G&A,-13306.58,2025,7
2025-08,Budget,O10,Age assurance & compliance,Opex - G&A,-13439.65,2025,8
2025-09,Budget,O10,Age assurance & compliance,Opex - G&A,-13574.05,2025,9
2025-10,Budget,O10,Age assurance & compliance,Opex - G&A,-13709.79,2025,10
2025-11,Budget,O10,Age assurance & compliance,Opex - G&A,-13846.88,2025,11
2025-12,Budget,O10,Age assurance & compliance,Opex - G&A,-13985.35,2025,12
2026-01,Budget,O10,Age assurance & compliance,Opex - G&A,-21272.44,2026,1
2026-02,Budget,O10,Age assurance & compliance,Opex - G&A,-21485.16,2026,2
2026-03,Budget,O10,Age assurance & compliance,Opex - G&A,-21700.01,2026,3
2026-04,Budget,O10,Age assurance & compliance,Opex - G&A,-21917.01,2026,4
2026-05,Budget,O10,Age assurance & compliance,Opex - G&A,-22136.18,2026,5
2026-06,Budget,O10,Age assurance & compliance,Opex - G&A,-22357.55,2026,6
2026-07,Budget,O10,Age assurance & compliance,Opex - G&A,-22581.12,2026,7
2026-08,Budget,O10,Age assurance & compliance,Opex - G&A,-22806.93,2026,8
2026-09,Budget,O10,Age assurance & compliance,Opex - G&A,-23035.0,2026,9
2026-10,Budget,O10,Age assurance & compliance,Opex - G&A,-23265.35,2026,10
2026-11,Budget,O10,Age assurance & compliance,Opex - G&A,-23498.01,2026,11
2026-12,Budget,O10,Age assurance & compliance,Opex - G&A,-23732.99,2026,12
2025-01,Budget,O11,Software & tools,Opex - G&A,-24420.97,2025,1
2025-02,Budget,O11,Software & tools,Opex - G&A,-25153.6,2025,2
2025-03,Budget,O11,Software & tools,Opex - G&A,-25908.2,2025,3
2025-04,Budget,O11,Software & tools,Opex - G&A,-26685.45,2025,4
2025-05,Budget,O11,Software & tools,Opex - G&A,-27486.01,2025,5
2025-06,Budget,O11,Software & tools,Opex - G&A,-28310.59,2025,6
2025-07,Budget,O11,Software & tools,Opex - G&A,-29159.91,2025,7
2025-08,Budget,O11,Software & tools,Opex - G&A,-30034.71,2025,8
2025-09,Budget,O11,Software & tools,Opex - G&A,-30935.75,2025,9
2025-10,Budget,O11,Software & tools,Opex - G&A,-31863.82,2025,10
2025-11,Budget,O11,Software & tools,Opex - G&A,-32819.74,2025,11
2025-12,Budget,O11,Software & tools,Opex - G&A,-33804.33,2025,12
2026-01,Budget,O11,Software & tools,Opex - G&A,-37578.39,2026,1
2026-02,Budget,O11,Software & tools,Opex - G&A,-38705.74,2026,2
2026-03,Budget,O11,Software & tools,Opex - G&A,-39866.91,2026,3
2026-04,Budget,O11,Software & tools,Opex - G&A,-41062.92,2026,4
2026-05,Budget,O11,Software & tools,Opex - G&A,-42294.81,2026,5
2026-06,Budget,O11,Software & tools,Opex - G&A,-43563.65,2026,6
2026-07,Budget,O11,Software & tools,Opex - G&A,-44870.56,2026,7
2026-08,Budget,O11,Software & tools,Opex - G&A,-46216.68,2026,8
2026-09,Budget,O11,Software & tools,Opex - G&A,-47603.18,2026,9
2026-10,Budget,O11,Software & tools,Opex - G&A,-49031.27,2026,10
2026-11,Budget,O11,Software & tools,Opex - G&A,-50502.21,2026,11
2026-12,Budget,O11,Software & tools,Opex - G&A,-52017.28,2026,12
2025-01,Budget,O12,"Office, travel & other G&A",Opex - G&A,-13162.26,2025,1
2025-02,Budget,O12,"Office, travel & other G&A",Opex - G&A,-13359.69,2025,2
2025-03,Budget,O12,"Office, travel & other G&A",Opex - G&A,-13560.09,2025,3
2025-04,Budget,O12,"Office, travel & other G&A",Opex - G&A,-13763.49,2025,4
2025-05,Budget,O12,"Office, travel & other G&A",Opex - G&A,-13969.94,2025,5
2025-06,Budget,O12,"Office, travel & other G&A",Opex - G&A,-14179.49,2025,6
2025-07,Budget,O12,"Office, travel & other G&A",Opex - G&A,-14392.18,2025,7
2025-08,Budget,O12,"Office, travel & other G&A",Opex - G&A,-14608.07,2025,8
2025-09,Budget,O12,"Office, travel & other G&A",Opex - G&A,-14827.19,2025,9
2025-10,Budget,O12,"Office, travel & other G&A",Opex - G&A,-15049.59,2025,10
2025-11,Budget,O12,"Office, travel & other G&A",Opex - G&A,-15275.34,2025,11
2025-12,Budget,O12,"Office, travel & other G&A",Opex - G&A,-15504.47,2025,12
2026-01,Budget,O12,"Office, travel & other G&A",Opex - G&A,-18662.9,2026,1
2026-02,Budget,O12,"Office, travel & other G&A",Opex - G&A,-18942.85,2026,2
2026-03,Budget,O12,"Office, travel & other G&A",Opex - G&A,-19226.99,2026,3
2026-04,Budget,O12,"Office, travel & other G&A",Opex - G&A,-19515.39,2026,4
2026-05,Budget,O12,"Office, travel & other G&A",Opex - G&A,-19808.13,2026,5
2026-06,Budget,O12,"Office, travel & other G&A",Opex - G&A,-20105.25,2026,6
2026-07,Budget,O12,"Office, travel & other G&A",Opex - G&A,-20406.83,2026,7
2026-08,Budget,O12,"Office, travel & other G&A",Opex - G&A,-20712.93,2026,8
2026-09,Budget,O12,"Office, travel & other G&A",Opex - G&A,-21023.62,2026,9
2026-10,Budget,O12,"Office, travel & other G&A",Opex - G&A,-21338.98,2026,10
2026-11,Budget,O12,"Office, travel & other G&A",Opex - G&A,-21659.06,2026,11
2026-12,Budget,O12,"Office, travel & other G&A",Opex - G&A,-21983.95,2026,12
2026-09,Forecast,R1,Subscription revenue (recognised),Revenue,1108860.09,2026,9
2026-10,Forecast,R1,Subscription revenue (recognised),Revenue,1127710.71,2026,10
2026-11,Forecast,R1,Subscription revenue (recognised),Revenue,1234207.82,2026,11
2026-12,Forecast,R1,Subscription revenue (recognised),Revenue,1219665.12,2026,12
2026-09,Forecast,R2,Token pack revenue,Revenue,766223.36,2026,9
2026-10,Forecast,R2,Token pack revenue,Revenue,783080.28,2026,10
2026-11,Forecast,R2,Token pack revenue,Revenue,848326.53,2026,11
2026-12,Forecast,R2,Token pack revenue,Revenue,842452.27,2026,12
2026-09,Forecast,R3,Refunds & chargebacks,Revenue,-20396.86,2026,9
2026-10,Forecast,R3,Refunds & chargebacks,Revenue,-20785.28,2026,10
2026-11,Forecast,R3,Refunds & chargebacks,Revenue,-22653.47,2026,11
2026-12,Forecast,R3,Refunds & chargebacks,Revenue,-22431.38,2026,12
2026-09,Forecast,C1,GPU inference,COGS,-226642.02,2026,9
2026-10,Forecast,C1,GPU inference,COGS,-230958.01,2026,10
2026-11,Forecast,C1,GPU inference,COGS,-251716.69,2026,11
2026-12,Forecast,C1,GPU inference,COGS,-249248.88,2026,12
2026-09,Forecast,C2,"Hosting, storage & CDN",COGS,-87381.59,2026,9
2026-10,Forecast,C2,"Hosting, storage & CDN",COGS,-89045.61,2026,10
2026-11,Forecast,C2,"Hosting, storage & CDN",COGS,-97049.09,2026,11
2026-12,Forecast,C2,"Hosting, storage & CDN",COGS,-96097.64,2026,12
2026-09,Forecast,C3,Payment processing fees,COGS,-127944.3,2026,9
2026-10,Forecast,C3,Payment processing fees,COGS,-130380.77,2026,10
2026-11,Forecast,C3,Payment processing fees,COGS,-142099.49,2026,11
2026-12,Forecast,C3,Payment processing fees,COGS,-140706.36,2026,12
2026-09,Forecast,C4,Chargeback fees,COGS,-3265.52,2026,9
2026-10,Forecast,C4,Chargeback fees,COGS,-3327.7,2026,10
2026-11,Forecast,C4,Chargeback fees,COGS,-3626.8,2026,11
2026-12,Forecast,C4,Chargeback fees,COGS,-3591.24,2026,12
2026-09,Forecast,C5,Content & creator costs,COGS,-147240.08,2026,9
2026-10,Forecast,C5,Content & creator costs,COGS,-150043.99,2026,10
2026-11,Forecast,C5,Content & creator costs,COGS,-163530.06,2026,11
2026-12,Forecast,C5,Content & creator costs,COGS,-161926.83,2026,12
2026-09,Forecast,C6,Third-party AI APIs & licences,COGS,-26571.9,2026,9
2026-10,Forecast,C6,Third-party AI APIs & licences,COGS,-27077.91,2026,10
2026-11,Forecast,C6,Third-party AI APIs & licences,COGS,-29511.7,2026,11
2026-12,Forecast,C6,Third-party AI APIs & licences,COGS,-29222.37,2026,12
2026-09,Forecast,O1,Performance marketing (media),Opex - S&M,-129551.82,2026,9
2026-10,Forecast,O1,Performance marketing (media),Opex - S&M,-129551.82,2026,10
2026-11,Forecast,O1,Performance marketing (media),Opex - S&M,-155711.32,2026,11
2026-12,Forecast,O1,Performance marketing (media),Opex - S&M,-129551.82,2026,12
2026-09,Forecast,O2,Affiliate & creator partnerships,Opex - S&M,-174139.26,2026,9
2026-10,Forecast,O2,Affiliate & creator partnerships,Opex - S&M,-174139.26,2026,10
2026-11,Forecast,O2,Affiliate & creator partnerships,Opex - S&M,-209301.99,2026,11
2026-12,Forecast,O2,Affiliate & creator partnerships,Opex - S&M,-174139.26,2026,12
2026-09,Forecast,O3,"SEO, community & CRM",Opex - S&M,-72478.73,2026,9
2026-10,Forecast,O3,"SEO, community & CRM",Opex - S&M,-72478.73,2026,10
2026-11,Forecast,O3,"SEO, community & CRM",Opex - S&M,-87113.86,2026,11
2026-12,Forecast,O3,"SEO, community & CRM",Opex - S&M,-72478.73,2026,12
2026-09,Forecast,O4,Brand & content marketing,Opex - S&M,-25250.0,2026,9
2026-10,Forecast,O4,Brand & content marketing,Opex - S&M,-25502.5,2026,10
2026-11,Forecast,O4,Brand & content marketing,Opex - S&M,-25757.53,2026,11
2026-12,Forecast,O4,Brand & content marketing,Opex - S&M,-26015.1,2026,12
2026-09,Forecast,O5,Payroll - R&D,Opex - R&D,-213709.53,2026,9
2026-10,Forecast,O5,Payroll - R&D,Opex - R&D,-215846.62,2026,10
2026-11,Forecast,O5,Payroll - R&D,Opex - R&D,-218005.09,2026,11
2026-12,Forecast,O5,Payroll - R&D,Opex - R&D,-220185.14,2026,12
2026-09,Forecast,O6,Payroll - Support & Trust,Opex - G&A,-26672.47,2026,9
2026-10,Forecast,O6,Payroll - Support & Trust,Opex - G&A,-26939.2,2026,10
2026-11,Forecast,O6,Payroll - Support & Trust,Opex - G&A,-27208.59,2026,11
2026-12,Forecast,O6,Payroll - Support & Trust,Opex - G&A,-27480.68,2026,12
2026-09,Forecast,O7,Payroll - Sales & Marketing,Opex - S&M,-35582.42,2026,9
2026-10,Forecast,O7,Payroll - Sales & Marketing,Opex - S&M,-35938.25,2026,10
2026-11,Forecast,O7,Payroll - Sales & Marketing,Opex - S&M,-36297.63,2026,11
2026-12,Forecast,O7,Payroll - Sales & Marketing,Opex - S&M,-36660.6,2026,12
2026-09,Forecast,O8,Payroll - G&A,Opex - G&A,-73714.83,2026,9
2026-10,Forecast,O8,Payroll - G&A,Opex - G&A,-74451.98,2026,10
2026-11,Forecast,O8,Payroll - G&A,Opex - G&A,-75196.5,2026,11
2026-12,Forecast,O8,Payroll - G&A,Opex - G&A,-75948.46,2026,12
2026-09,Forecast,O9,Outsourced support (BPO),Opex - G&A,-25546.1,2026,9
2026-10,Forecast,O9,Outsourced support (BPO),Opex - G&A,-25546.1,2026,10
2026-11,Forecast,O9,Outsourced support (BPO),Opex - G&A,-30054.24,2026,11
2026-12,Forecast,O9,Outsourced support (BPO),Opex - G&A,-25546.1,2026,12
2026-09,Forecast,O10,Age assurance & compliance,Opex - G&A,-25472.6,2026,9
2026-10,Forecast,O10,Age assurance & compliance,Opex - G&A,-25727.33,2026,10
2026-11,Forecast,O10,Age assurance & compliance,Opex - G&A,-25984.6,2026,11
2026-12,Forecast,O10,Age assurance & compliance,Opex - G&A,-26244.45,2026,12
2026-09,Forecast,O11,Software & tools,Opex - G&A,-45450.0,2026,9
2026-10,Forecast,O11,Software & tools,Opex - G&A,-45904.5,2026,10
2026-11,Forecast,O11,Software & tools,Opex - G&A,-46363.55,2026,11
2026-12,Forecast,O11,Software & tools,Opex - G&A,-46827.18,2026,12
2026-09,Forecast,O12,"Office, travel & other G&A",Opex - G&A,-22220.0,2026,9
2026-10,Forecast,O12,"Office, travel & other G&A",Opex - G&A,-22442.2,2026,10
2026-11,Forecast,O12,"Office, travel & other G&A",Opex - G&A,-22666.62,2026,11
2026-12,Forecast,O12,"Office, travel & other G&A",Opex - G&A,-22893.29,2026,12
