date,country_code,device,sessions,age_checks_started,age_checks_passed,free_signups,activated_users,paywall_viewers,checkout_starts,new_paid_subscribers
2026-03-01,SE,Tablet web,44,0,0,5,3,4,2,1
2026-03-01,ES,Mobile web,3853,0,0,345,234,134,20,13
2026-03-01,ES,Desktop web,915,0,0,99,80,38,5,3
2026-03-01,ES,Tablet web,174,0,0,16,12,6,2,1
2026-03-01,IT,Mobile web,4587,0,0,394,275,156,14,8
2026-03-01,IT,Desktop web,1227,0,0,129,101,45,11,7
2026-03-01,IT,Tablet web,98,0,0,9,8,1,0,0
2026-03-01,PL,Mobile web,2919,0,0,260,174,86,11,7
2026-03-01,PL,Desktop web,675,0,0,73,46,33,3,2
2026-03-01,PL,Tablet web,134,0,0,12,10,5,0,0
2026-03-01,JP,Mobile web,3101,0,0,254,178,109,12,7
2026-03-01,JP,Desktop web,840,0,0,81,58,31,7,4
2026-03-01,JP,Tablet web,60,0,0,6,5,3,0,0
2026-03-01,BR,Mobile web,10708,0,0,777,508,277,29,19
2026-03-01,BR,Desktop web,3331,0,0,251,163,105,10,6
2026-03-01,BR,Tablet web,328,0,0,23,12,12,0,0
2026-03-01,MX,Mobile web,7551,0,0,603,406,231,14,8
2026-03-01,MX,Desktop web,1884,0,0,163,106,66,12,7
2026-03-01,MX,Tablet web,122,0,0,10,4,2,2,1
2026-03-01,IN,Mobile web,7391,0,0,502,344,189,13,8
2026-03-01,IN,Desktop web,1812,0,0,161,112,63,10,6
2026-03-01,IN,Tablet web,232,0,0,17,11,6,0,0
2026-03-01,ROW,Mobile web,23591,0,0,1763,1188,670,50,32
2026-03-01,ROW,Desktop web,6880,0,0,507,341,185,19,12
2026-03-01,ROW,Tablet web,764,0,0,57,39,27,2,1
2026-03-02,US,Mobile web,24426,0,0,2690,1805,1072,196,115
2026-03-02,US,Desktop web,6309,0,0,815,550,310,45,29
2026-03-02,US,Tablet web,736,0,0,78,50,32,5,3
2026-03-02,GB,Mobile web,3978,563,439,439,310,170,33,19
2026-03-02,GB,Desktop web,1203,179,140,140,98,59,16,10
2026-03-02,GB,Tablet web,117,17,13,13,6,6,2,1
2026-03-02,DE,Mobile web,6872,0,0,616,419,239,40,24
2026-03-02,DE,Desktop web,1646,0,0,180,118,65,18,11
2026-03-02,DE,Tablet web,197,0,0,21,13,7,3,2
2026-03-02,FR,Mobile web,6653,0,0,658,443,287,58,34
2026-03-02,FR,Desktop web,1769,0,0,179,111,69,14,9
2026-03-02,FR,Tablet web,232,0,0,25,17,9,0,0
2026-03-02,CA,Mobile web,3835,0,0,377,254,159,24,15
2026-03-02,CA,Desktop web,959,0,0,112,75,54,11,7
2026-03-02,CA,Tablet web,106,0,0,12,11,6,0,0
2026-03-02,AU,Mobile web,3055,0,0,304,183,117,30,19
2026-03-02,AU,Desktop web,694,0,0,78,54,28,16,10
2026-03-02,AU,Tablet web,115,0,0,12,9,3,0,0
2026-03-02,NL,Mobile web,1856,0,0,187,135,75,11,7
2026-03-02,NL,Desktop web,537,0,0,68,39,29,7,4
2026-03-02,NL,Tablet web,56,0,0,6,5,4,2,1
2026-03-02,CH,Mobile web,1170,0,0,117,65,42,10,6
2026-03-02,CH,Desktop web,295,0,0,33,24,10,5,3
2026-03-02,CH,Tablet web,40,0,0,4,3,1,0,0
2026-03-02,SE,Mobile web,1343,0,0,117,78,37,12,7
2026-03-02,SE,Desktop web,339,0,0,38,25,18,0,0
2026-03-02,SE,Tablet web,36,0,0,4,2,2,0,0
2026-03-02,ES,Mobile web,3933,0,0,314,220,134,32,19
2026-03-02,ES,Desktop web,787,0,0,83,58,34,8,5
2026-03-02,ES,Tablet web,146,0,0,14,10,7,3,2
2026-03-02,IT,Mobile web,3683,0,0,305,206,114,18,12
2026-03-02,IT,Desktop web,849,0,0,96,71,37,8,5
2026-03-02,IT,Tablet web,168,0,0,16,8,8,2,1
2026-03-02,PL,Mobile web,2357,0,0,226,175,81,10,6
2026-03-02,PL,Desktop web,635,0,0,63,40,30,0,0
2026-03-02,PL,Tablet web,80,0,0,8,6,3,0,0
2026-03-02,JP,Mobile web,1754,0,0,187,129,66,5,3
2026-03-02,JP,Desktop web,477,0,0,49,31,14,3,2
2026-03-02,JP,Tablet web,63,0,0,6,4,4,0,0
2026-03-02,BR,Mobile web,10300,0,0,708,500,278,17,10
2026-03-02,BR,Desktop web,2562,0,0,203,144,89,16,10
2026-03-02,BR,Tablet web,394,0,0,30,19,12,0,0
2026-03-02,MX,Mobile web,7562,0,0,527,359,225,9,6
2026-03-02,MX,Desktop web,2003,0,0,169,112,77,11,6
2026-03-02,MX,Tablet web,205,0,0,17,11,5,2,1
2026-03-02,IN,Mobile web,6175,0,0,456,312,170,7,4
2026-03-02,IN,Desktop web,1645,0,0,137,95,55,2,1
2026-03-02,IN,Tablet web,189,0,0,14,8,5,0,0
2026-03-02,ROW,Mobile web,21584,0,0,1534,1040,603,34,21
2026-03-02,ROW,Desktop web,5888,0,0,496,346,195,27,15
2026-03-02,ROW,Tablet web,977,0,0,71,49,35,2,1
2026-03-03,US,Mobile web,31250,0,0,2828,1916,1065,185,119
2026-03-03,US,Desktop web,6993,0,0,884,587,304,72,44
2026-03-03,US,Tablet web,898,0,0,93,61,38,5,3
2026-03-03,GB,Mobile web,5300,671,523,523,369,219,32,20
2026-03-03,GB,Desktop web,1327,187,146,146,89,68,10,6
2026-03-03,GB,Tablet web,104,15,12,12,9,4,0,0
2026-03-03,DE,Mobile web,5506,0,0,607,438,234,50,31
2026-03-03,DE,Desktop web,1672,0,0,209,136,85,25,16
2026-03-03,DE,Tablet web,151,0,0,18,9,8,3,2
2026-03-03,FR,Mobile web,7745,0,0,751,514,297,47,29
2026-03-03,FR,Desktop web,1789,0,0,206,137,82,18,11
2026-03-03,FR,Tablet web,213,0,0,20,14,7,0,0
2026-03-03,CA,Mobile web,4130,0,0,417,274,160,27,16
2026-03-03,CA,Desktop web,1178,0,0,116,78,44,11,8
2026-03-03,CA,Tablet web,87,0,0,10,6,4,2,1
2026-03-03,AU,Mobile web,3116,0,0,309,216,118,16,10
2026-03-03,AU,Desktop web,872,0,0,106,73,42,4,3
2026-03-03,AU,Tablet web,72,0,0,7,5,4,4,2
2026-03-03,NL,Mobile web,2236,0,0,221,142,92,5,3
2026-03-03,NL,Desktop web,584,0,0,65,40,25,11,7
2026-03-03,NL,Tablet web,85,0,0,10,6,4,0,0
2026-03-03,CH,Mobile web,1482,0,0,145,97,62,5,3
2026-03-03,CH,Desktop web,389,0,0,43,24,17,3,2
2026-03-03,CH,Tablet web,63,0,0,6,2,3,0,0
2026-03-03,SE,Mobile web,1340,0,0,132,95,54,5,3
2026-03-03,SE,Desktop web,346,0,0,36,23,19,0,0
2026-03-03,SE,Tablet web,30,0,0,3,2,2,0,0
2026-03-03,ES,Mobile web,4590,0,0,399,269,163,28,17
2026-03-03,ES,Desktop web,1018,0,0,110,80,42,18,10
2026-03-03,ES,Tablet web,98,0,0,10,5,4,2,1
2026-03-03,IT,Mobile web,4777,0,0,407,274,161,14,9
2026-03-03,IT,Desktop web,944,0,0,100,69,38,6,4
2026-03-03,IT,Tablet web,127,0,0,13,5,9,0,0
2026-03-03,PL,Mobile web,3059,0,0,250,168,104,10,6
2026-03-03,PL,Desktop web,628,0,0,68,53,20,3,2
2026-03-03,PL,Tablet web,72,0,0,7,4,4,0,0
2026-03-03,JP,Mobile web,2453,0,0,221,147,99,8,5
2026-03-03,JP,Desktop web,695,0,0,72,51,38,5,3
2026-03-03,JP,Tablet web,89,0,0,8,4,4,0,0
2026-03-03,BR,Mobile web,9934,0,0,761,522,305,25,15
2026-03-03,BR,Desktop web,3319,0,0,240,168,99,7,4
2026-03-03,BR,Tablet web,339,0,0,27,19,7,3,2
2026-03-03,MX,Mobile web,7974,0,0,552,354,228,11,7
2026-03-03,MX,Desktop web,1860,0,0,162,107,66,7,4
2026-03-03,MX,Tablet web,171,0,0,13,8,4,0,0
2026-03-03,IN,Mobile web,6394,0,0,492,345,204,12,8
2026-03-03,IN,Desktop web,1554,0,0,130,90,50,0,0
2026-03-03,IN,Tablet web,136,0,0,11,8,6,0,0
2026-03-03,ROW,Mobile web,24620,0,0,1658,1119,680,57,34
2026-03-03,ROW,Desktop web,5910,0,0,500,321,209,23,15
2026-03-03,ROW,Tablet web,724,0,0,59,43,21,5,3
2026-03-04,US,Mobile web,27883,0,0,2878,1976,1114,182,114
2026-03-04,US,Desktop web,8818,0,0,897,614,344,76,47
2026-03-04,US,Tablet web,1150,0,0,115,80,45,5,3
2026-03-04,GB,Mobile web,4536,595,464,464,341,172,37,23
2026-03-04,GB,Desktop web,1253,194,151,151,100,53,12,7
2026-03-04,GB,Tablet web,93,13,10,10,6,6,2,1
2026-03-04,DE,Mobile web,6503,0,0,632,424,233,29,19
2026-03-04,DE,Desktop web,1898,0,0,214,144,82,10,6
2026-03-04,DE,Tablet web,218,0,0,25,19,11,3,2
2026-03-04,FR,Mobile web,7684,0,0,748,496,289,48,28
2026-03-04,FR,Desktop web,1992,0,0,239,159,98,13,8
2026-03-04,FR,Tablet web,224,0,0,20,12,8,0,0
2026-03-04,CA,Mobile web,4010,0,0,401,276,142,24,15
2026-03-04,CA,Desktop web,1109,0,0,130,85,52,15,9
2026-03-04,CA,Tablet web,207,0,0,21,12,7,0,0
2026-03-04,AU,Mobile web,3409,0,0,340,217,136,17,11
2026-03-04,AU,Desktop web,1020,0,0,109,65,42,8,5
2026-03-04,AU,Tablet web,140,0,0,15,10,3,4,2
2026-03-04,NL,Mobile web,2171,0,0,217,154,83,14,8
2026-03-04,NL,Desktop web,613,0,0,67,46,25,3,2
2026-03-04,NL,Tablet web,61,0,0,6,2,0,2,1
2026-03-04,CH,Mobile web,1199,0,0,115,79,36,5,3
2026-03-04,CH,Desktop web,309,0,0,37,22,10,3,2
2026-03-04,CH,Tablet web,28,0,0,3,3,1,0,0
2026-03-04,SE,Mobile web,1328,0,0,127,80,49,5,3
2026-03-04,SE,Desktop web,375,0,0,42,26,14,8,5
2026-03-04,SE,Tablet web,29,0,0,3,2,1,0,0
2026-03-04,ES,Mobile web,4268,0,0,390,254,151,16,10
2026-03-04,ES,Desktop web,808,0,0,100,68,42,6,4
2026-03-04,ES,Tablet web,92,0,0,9,8,1,0,0
2026-03-04,IT,Mobile web,4300,0,0,391,276,133,16,10
2026-03-04,IT,Desktop web,1051,0,0,118,74,48,12,7
2026-03-04,IT,Tablet web,136,0,0,13,10,5,2,1
2026-03-04,PL,Mobile web,2612,0,0,230,160,95,10,6
2026-03-04,PL,Desktop web,670,0,0,77,48,29,0,0
2026-03-04,PL,Tablet web,73,0,0,7,5,2,0,0
2026-03-04,JP,Mobile web,2292,0,0,193,140,78,5,3
2026-03-04,JP,Desktop web,547,0,0,58,37,21,5,3
2026-03-04,JP,Tablet web,53,0,0,5,4,0,2,1
2026-03-04,BR,Mobile web,12532,0,0,783,519,324,13,8
2026-03-04,BR,Desktop web,2577,0,0,219,145,77,15,9
2026-03-04,BR,Tablet web,314,0,0,24,17,11,0,0
2026-03-04,MX,Mobile web,8168,0,0,554,373,196,24,15
2026-03-04,MX,Desktop web,2260,0,0,197,125,77,8,5
2026-03-04,MX,Tablet web,284,0,0,22,13,7,0,0
2026-03-04,IN,Mobile web,6937,0,0,479,343,196,11,7
2026-03-04,IN,Desktop web,1755,0,0,139,95,52,3,2
2026-03-04,IN,Tablet web,346,0,0,26,17,10,0,0
2026-03-04,ROW,Mobile web,24993,0,0,1673,1153,626,55,35
2026-03-04,ROW,Desktop web,5558,0,0,504,356,190,11,7
2026-03-04,ROW,Tablet web,612,0,0,42,30,23,3,2
2026-03-05,US,Mobile web,27466,0,0,2658,1805,1055,196,116
2026-03-05,US,Desktop web,6950,0,0,732,498,292,77,45
2026-03-05,US,Tablet web,898,0,0,76,49,25,8,5
2026-03-05,GB,Mobile web,4544,542,423,423,285,168,33,20
2026-03-05,GB,Desktop web,1068,164,128,128,87,41,12,8
2026-03-05,GB,Tablet web,158,22,17,17,14,8,3,2
2026-03-05,DE,Mobile web,6860,0,0,641,436,257,45,28
2026-03-05,DE,Desktop web,1373,0,0,169,108,79,17,11
2026-03-05,DE,Tablet web,113,0,0,12,10,4,0,0
2026-03-05,FR,Mobile web,6094,0,0,680,465,283,54,33
2026-03-05,FR,Desktop web,1693,0,0,213,148,65,14,8
2026-03-05,FR,Tablet web,175,0,0,19,12,5,2,1
2026-03-05,CA,Mobile web,4202,0,0,375,257,153,19,12
2026-03-05,CA,Desktop web,949,0,0,119,76,46,18,11
2026-03-05,CA,Tablet web,104,0,0,11,7,6,0,0
2026-03-05,AU,Mobile web,2871,0,0,260,176,100,29,18
2026-03-05,AU,Desktop web,636,0,0,81,56,35,10,6
2026-03-05,AU,Tablet web,67,0,0,8,5,2,2,1
2026-03-05,NL,Mobile web,1986,0,0,190,119,66,8,5
2026-03-05,NL,Desktop web,635,0,0,76,50,32,3,2
2026-03-05,NL,Tablet web,36,0,0,4,4,1,0,0
2026-03-05,CH,Mobile web,1104,0,0,109,72,42,6,4
2026-03-05,CH,Desktop web,343,0,0,40,28,17,3,2
2026-03-05,CH,Tablet web,19,0,0,2,2,1,0,0
2026-03-05,SE,Mobile web,1297,0,0,129,92,43,8,5
2026-03-05,SE,Desktop web,279,0,0,34,23,11,2,1
2026-03-05,SE,Tablet web,31,0,0,3,1,1,0,0
2026-03-05,ES,Mobile web,3690,0,0,304,206,123,18,13
2026-03-05,ES,Desktop web,1039,0,0,120,84,45,7,4
2026-03-05,ES,Tablet web,146,0,0,13,9,6,2,1
2026-03-05,IT,Mobile web,3723,0,0,324,221,127,13,8
2026-03-05,IT,Desktop web,960,0,0,90,63,36,6,4
2026-03-05,IT,Tablet web,133,0,0,13,8,8,2,1
2026-03-05,PL,Mobile web,2353,0,0,218,143,97,10,6
2026-03-05,PL,Desktop web,608,0,0,62,40,19,2,1
2026-03-05,PL,Tablet web,74,0,0,7,4,2,0,0
2026-03-05,JP,Mobile web,2074,0,0,185,128,78,6,4
2026-03-05,JP,Desktop web,634,0,0,65,41,33,5,3
2026-03-05,JP,Tablet web,48,0,0,5,5,4,0,0
2026-03-05,BR,Mobile web,9327,0,0,658,445,248,18,11
2026-03-05,BR,Desktop web,2253,0,0,197,132,85,5,3
2026-03-05,BR,Tablet web,333,0,0,25,17,13,0,0
2026-03-05,MX,Mobile web,6463,0,0,492,346,214,13,8
2026-03-05,MX,Desktop web,1953,0,0,152,104,56,0,0
2026-03-05,MX,Tablet web,358,0,0,26,19,13,0,0
2026-03-05,IN,Mobile web,6018,0,0,427,287,161,16,10
2026-03-05,IN,Desktop web,1852,0,0,145,101,60,8,5
2026-03-05,IN,Tablet web,239,0,0,17,9,10,0,0
2026-03-05,ROW,Mobile web,23165,0,0,1526,1027,580,44,28
2026-03-05,ROW,Desktop web,6077,0,0,480,321,196,15,10
2026-03-05,ROW,Tablet web,733,0,0,52,38,22,2,1
2026-03-06,US,Mobile web,30258,0,0,3015,2044,1164,225,137
2026-03-06,US,Desktop web,7991,0,0,953,645,382,70,41
2026-03-06,US,Tablet web,1291,0,0,129,92,51,8,5
2026-03-06,GB,Mobile web,5597,658,513,513,358,197,39,24
2026-03-06,GB,Desktop web,1434,215,168,168,112,60,14,8
2026-03-06,GB,Tablet web,231,26,20,20,17,7,2,1
2026-03-06,DE,Mobile web,7729,0,0,724,479,297,47,30
2026-03-06,DE,Desktop web,2048,0,0,225,160,86,22,14
2026-03-06,DE,Tablet web,189,0,0,20,19,9,2,1
2026-03-06,FR,Mobile web,8086,0,0,756,512,298,41,25
2026-03-06,FR,Desktop web,2019,0,0,233,174,80,11,7
2026-03-06,FR,Tablet web,268,0,0,28,19,12,0,0
2026-03-06,CA,Mobile web,4231,0,0,407,274,165,22,14
2026-03-06,CA,Desktop web,1171,0,0,131,89,49,14,9
2026-03-06,CA,Tablet web,156,0,0,19,9,6,0,0
2026-03-06,AU,Mobile web,3214,0,0,345,235,120,17,11
2026-03-06,AU,Desktop web,1035,0,0,115,73,38,11,7
2026-03-06,AU,Tablet web,111,0,0,12,8,6,0,0
2026-03-06,NL,Mobile web,2120,0,0,210,136,86,8,5
2026-03-06,NL,Desktop web,505,0,0,56,39,21,5,3
2026-03-06,NL,Tablet web,59,0,0,6,4,2,0,0
2026-03-06,CH,Mobile web,1397,0,0,127,84,59,11,7
2026-03-06,CH,Desktop web,310,0,0,37,22,16,1,1
2026-03-06,CH,Tablet web,29,0,0,3,1,2,0,0
2026-03-06,SE,Mobile web,1169,0,0,126,87,46,12,8
2026-03-06,SE,Desktop web,324,0,0,40,30,19,0,0
2026-03-06,SE,Tablet web,51,0,0,5,4,1,0,0
2026-03-06,ES,Mobile web,4263,0,0,395,258,161,19,12
2026-03-06,ES,Desktop web,1115,0,0,123,79,45,7,4
2026-03-06,ES,Tablet web,120,0,0,11,8,3,2,1
2026-03-06,IT,Mobile web,4076,0,0,365,248,162,18,10
2026-03-06,IT,Desktop web,1072,0,0,114,80,46,8,5
2026-03-06,IT,Tablet web,147,0,0,14,5,2,2,1
2026-03-06,PL,Mobile web,2661,0,0,259,166,104,14,9
2026-03-06,PL,Desktop web,834,0,0,87,56,41,5,3
2026-03-06,PL,Tablet web,103,0,0,10,7,3,0,0
2026-03-06,JP,Mobile web,2440,0,0,217,143,74,12,7
2026-03-06,JP,Desktop web,634,0,0,68,49,28,5,3
2026-03-06,JP,Tablet web,86,0,0,8,6,4,0,0
2026-03-06,BR,Mobile web,11417,0,0,811,538,317,29,18
2026-03-06,BR,Desktop web,2919,0,0,240,164,103,7,4
2026-03-06,BR,Tablet web,479,0,0,33,27,16,5,3
2026-03-06,MX,Mobile web,9490,0,0,601,418,249,12,8
2026-03-06,MX,Desktop web,2092,0,0,168,119,69,18,10
2026-03-06,MX,Tablet web,328,0,0,23,21,8,0,0
2026-03-06,IN,Mobile web,7356,0,0,510,347,181,3,2
2026-03-06,IN,Desktop web,1809,0,0,172,111,71,5,3
2026-03-06,IN,Tablet web,256,0,0,20,16,5,0,0
2026-03-06,ROW,Mobile web,23872,0,0,1629,1130,640,38,24
2026-03-06,ROW,Desktop web,6096,0,0,540,350,207,21,13
2026-03-06,ROW,Tablet web,988,0,0,79,57,38,0,0
2026-03-07,US,Mobile web,33569,0,0,3415,2330,1349,229,143
2026-03-07,US,Desktop web,8868,0,0,1051,706,424,97,56
2026-03-07,US,Tablet web,1017,0,0,101,74,39,6,4
2026-03-07,GB,Mobile web,5890,712,555,555,372,226,34,22
2026-03-07,GB,Desktop web,1765,268,209,209,151,92,16,10
2026-03-07,GB,Tablet web,141,18,14,14,6,7,0,0
2026-03-07,DE,Mobile web,8376,0,0,797,523,305,56,31
2026-03-07,DE,Desktop web,2044,0,0,223,153,105,9,6
2026-03-07,DE,Tablet web,279,0,0,31,22,10,0,0
2026-03-07,FR,Mobile web,9705,0,0,903,614,356,35,24
2026-03-07,FR,Desktop web,2140,0,0,240,159,90,21,12
2026-03-07,FR,Tablet web,246,0,0,27,18,6,0,0
2026-03-07,CA,Mobile web,4943,0,0,474,316,193,39,24
2026-03-07,CA,Desktop web,1302,0,0,151,105,56,20,13
2026-03-07,CA,Tablet web,218,0,0,24,16,9,5,3
2026-03-07,AU,Mobile web,4175,0,0,384,259,125,17,10
2026-03-07,AU,Desktop web,1027,0,0,125,84,55,17,11
2026-03-07,AU,Tablet web,111,0,0,11,9,5,0,0
2026-03-07,NL,Mobile web,2737,0,0,257,178,100,16,9
2026-03-07,NL,Desktop web,674,0,0,85,60,39,5,3
2026-03-07,NL,Tablet web,86,0,0,9,5,3,0,0
2026-03-07,CH,Mobile web,1661,0,0,152,106,60,20,13
2026-03-07,CH,Desktop web,365,0,0,42,30,16,2,1
2026-03-07,CH,Tablet web,120,0,0,14,8,6,0,0
2026-03-07,SE,Mobile web,1452,0,0,155,107,59,14,9
2026-03-07,SE,Desktop web,325,0,0,36,22,11,7,4
2026-03-07,SE,Tablet web,50,0,0,5,4,2,0,0
2026-03-07,ES,Mobile web,4246,0,0,393,270,152,19,12
2026-03-07,ES,Desktop web,1092,0,0,117,69,45,9,6
2026-03-07,ES,Tablet web,169,0,0,16,11,9,2,1
2026-03-07,IT,Mobile web,5838,0,0,449,310,189,45,27
2026-03-07,IT,Desktop web,963,0,0,115,85,46,5,3
2026-03-07,IT,Tablet web,139,0,0,12,9,3,0,0
2026-03-07,PL,Mobile web,3269,0,0,296,207,120,15,10
2026-03-07,PL,Desktop web,922,0,0,82,46,29,6,4
2026-03-07,PL,Tablet web,144,0,0,13,9,4,2,1
2026-03-07,JP,Mobile web,2758,0,0,249,157,104,13,8
2026-03-07,JP,Desktop web,730,0,0,83,63,30,2,1
2026-03-07,JP,Tablet web,58,0,0,6,3,3,0,0
2026-03-07,BR,Mobile web,11556,0,0,844,570,340,29,17
2026-03-07,BR,Desktop web,3013,0,0,255,169,114,13,8
2026-03-07,BR,Tablet web,252,0,0,19,11,8,0,0
2026-03-07,MX,Mobile web,9378,0,0,635,445,243,16,10
2026-03-07,MX,Desktop web,2499,0,0,214,142,85,7,4
2026-03-07,MX,Tablet web,240,0,0,18,14,5,2,1
2026-03-07,IN,Mobile web,8465,0,0,577,378,236,14,9
2026-03-07,IN,Desktop web,1834,0,0,159,116,64,2,1
2026-03-07,IN,Tablet web,255,0,0,20,9,7,3,2
2026-03-07,ROW,Mobile web,29872,0,0,1904,1296,719,78,46
2026-03-07,ROW,Desktop web,6808,0,0,562,380,232,25,17
2026-03-07,ROW,Tablet web,917,0,0,76,47,27,2,1
2026-03-08,US,Mobile web,32138,0,0,3275,2191,1316,214,146
2026-03-08,US,Desktop web,7998,0,0,985,671,403,69,45
2026-03-08,US,Tablet web,1205,0,0,120,89,46,5,3
2026-03-08,GB,Mobile web,5545,737,575,575,388,224,36,21
2026-03-08,GB,Desktop web,1342,203,158,158,104,51,16,9
2026-03-08,GB,Tablet web,174,27,21,21,10,8,2,1
2026-03-08,DE,Mobile web,7697,0,0,723,495,296,53,31
2026-03-08,DE,Desktop web,2226,0,0,248,175,91,16,10
2026-03-08,DE,Tablet web,167,0,0,18,9,7,0,0
2026-03-08,FR,Mobile web,8638,0,0,851,583,334,52,34
2026-03-08,FR,Desktop web,2197,0,0,241,163,98,21,13
2026-03-08,FR,Tablet web,265,0,0,27,19,12,2,1
2026-03-08,CA,Mobile web,5077,0,0,491,348,202,27,17
2026-03-08,CA,Desktop web,1197,0,0,144,96,57,15,9
2026-03-08,CA,Tablet web,160,0,0,17,12,8,0,0
2026-03-08,AU,Mobile web,3864,0,0,386,252,154,31,18
2026-03-08,AU,Desktop web,925,0,0,113,75,49,7,4
2026-03-08,AU,Tablet web,101,0,0,10,6,2,0,0
2026-03-08,NL,Mobile web,2169,0,0,239,156,105,11,7
2026-03-08,NL,Desktop web,575,0,0,72,51,25,2,1
2026-03-08,NL,Tablet web,92,0,0,10,7,2,0,0
2026-03-08,CH,Mobile web,1624,0,0,152,101,61,13,8
2026-03-08,CH,Desktop web,390,0,0,46,29,14,6,4
2026-03-08,CH,Tablet web,67,0,0,7,4,3,2,1
2026-03-08,SE,Mobile web,1648,0,0,145,111,59,16,10
2026-03-08,SE,Desktop web,375,0,0,42,29,19,2,1
2026-03-08,SE,Tablet web,36,0,0,4,3,2,0,0
2026-03-08,ES,Mobile web,4964,0,0,423,271,163,14,9
2026-03-08,ES,Desktop web,1533,0,0,135,97,59,12,7
2026-03-08,ES,Tablet web,90,0,0,9,7,5,0,0
2026-03-08,IT,Mobile web,4755,0,0,439,304,190,13,8
2026-03-08,IT,Desktop web,1299,0,0,136,83,54,10,6
2026-03-08,IT,Tablet web,100,0,0,9,4,3,2,1
2026-03-08,PL,Mobile web,2670,0,0,261,172,81,15,10
2026-03-08,PL,Desktop web,647,0,0,68,48,25,3,2
2026-03-08,PL,Tablet web,82,0,0,8,7,1,0,0
2026-03-08,JP,Mobile web,2716,0,0,247,171,98,9,5
2026-03-08,JP,Desktop web,629,0,0,67,45,26,4,3
2026-03-08,JP,Tablet web,74,0,0,7,4,4,0,0
2026-03-08,BR,Mobile web,10852,0,0,823,539,313,28,17
2026-03-08,BR,Desktop web,3659,0,0,276,192,121,15,9
2026-03-08,BR,Tablet web,473,0,0,35,27,16,0,0
2026-03-08,MX,Mobile web,9921,0,0,685,468,265,22,13
2026-03-08,MX,Desktop web,2000,0,0,176,116,56,9,6
2026-03-08,MX,Tablet web,248,0,0,18,14,11,0,0
2026-03-08,IN,Mobile web,8435,0,0,576,394,235,12,7
2026-03-08,IN,Desktop web,1998,0,0,164,110,60,14,8
2026-03-08,IN,Tablet web,176,0,0,14,12,6,0,0
2026-03-08,ROW,Mobile web,24381,0,0,1917,1334,742,61,40
2026-03-08,ROW,Desktop web,6312,0,0,571,363,232,14,9
2026-03-08,ROW,Tablet web,706,0,0,51,36,21,4,2
2026-03-09,US,Mobile web,30318,0,0,2877,1944,1151,173,110
2026-03-09,US,Desktop web,8186,0,0,876,591,348,81,49
2026-03-09,US,Tablet web,1182,0,0,113,80,45,5,3
2026-03-09,GB,Mobile web,5582,729,569,569,370,212,27,17
2026-03-09,GB,Desktop web,1454,186,145,145,101,58,3,2
2026-03-09,GB,Tablet web,187,24,19,19,14,8,2,1
2026-03-09,DE,Mobile web,6439,0,0,665,457,287,35,22
2026-03-09,DE,Desktop web,1664,0,0,185,120,73,23,15
2026-03-09,DE,Tablet web,215,0,0,22,16,10,0,0
2026-03-09,FR,Mobile web,7090,0,0,774,543,314,56,34
2026-03-09,FR,Desktop web,1774,0,0,210,141,81,24,15
2026-03-09,FR,Tablet web,233,0,0,26,19,4,2,1
2026-03-09,CA,Mobile web,4336,0,0,425,283,154,34,19
2026-03-09,CA,Desktop web,1021,0,0,123,84,44,5,3
2026-03-09,CA,Tablet web,96,0,0,11,5,3,2,1
2026-03-09,AU,Mobile web,3725,0,0,350,242,139,24,14
2026-03-09,AU,Desktop web,930,0,0,114,78,39,17,11
2026-03-09,AU,Tablet web,90,0,0,10,7,3,0,0
2026-03-09,NL,Mobile web,2100,0,0,221,158,85,17,10
2026-03-09,NL,Desktop web,485,0,0,56,38,18,3,2
2026-03-09,NL,Tablet web,69,0,0,7,4,6,0,0
2026-03-09,CH,Mobile web,1513,0,0,145,94,64,8,5
2026-03-09,CH,Desktop web,362,0,0,43,31,10,0,0
2026-03-09,CH,Tablet web,46,0,0,5,3,3,0,0
2026-03-09,SE,Mobile web,1170,0,0,127,75,58,5,3
2026-03-09,SE,Desktop web,306,0,0,35,18,20,3,2
2026-03-09,SE,Tablet web,43,0,0,5,2,4,0,0
2026-03-09,ES,Mobile web,3960,0,0,370,249,147,22,13
2026-03-09,ES,Desktop web,1157,0,0,118,79,47,6,4
2026-03-09,ES,Tablet web,168,0,0,14,7,6,3,2
2026-03-09,IT,Mobile web,4482,0,0,371,268,155,21,12
2026-03-09,IT,Desktop web,1310,0,0,128,81,47,8,5
2026-03-09,IT,Tablet web,146,0,0,14,10,6,0,0
2026-03-09,PL,Mobile web,2425,0,0,225,149,89,18,10
2026-03-09,PL,Desktop web,650,0,0,72,43,25,5,3
2026-03-09,PL,Tablet web,67,0,0,6,2,1,0,0
2026-03-09,JP,Mobile web,2324,0,0,211,141,74,3,2
2026-03-09,JP,Desktop web,679,0,0,76,43,30,7,4
2026-03-09,JP,Tablet web,65,0,0,6,3,2,0,0
2026-03-09,BR,Mobile web,12156,0,0,771,553,301,34,19
2026-03-09,BR,Desktop web,2357,0,0,224,150,102,11,7
2026-03-09,BR,Tablet web,305,0,0,23,15,7,0,0
2026-03-09,MX,Mobile web,8565,0,0,586,387,207,12,8
2026-03-09,MX,Desktop web,2396,0,0,188,117,75,6,4
2026-03-09,MX,Tablet web,252,0,0,17,14,7,0,0
